double,8494300,513688
float,4192500,513688
long,8403400,513688
boolean,6138400,764990
int,5943700,764990
double,12168500,764990
float,12401400,764990
long,13756900,764990
boolean,10981000,988000
int,7772000,988000
double,15413800,988000
float,7706600,988000
long,15529900,988000
boolean,7473600,944453
int,7446100,944453
double,14964500,944453
float,7637300,944453
long,14966700,944453
boolean,744600,91769
int,717700,91769
double,1516600,91769
float,705600,91769
long,1420100,91769
boolean,7185900,914765
int,7094900,914765
double,14407400,914765
float,7140600,914765
long,14350000,914765
boolean,5722500,731360
int,5663000,731360
double,11491700,731360
float,5732500,731360
long,12410800,731360
boolean,2044000,260479
int,2034100,260479
double,4148400,260479
float,2058300,260479
long,4034400,260479
boolean,2974100,361134
int,2871200,361134
double,6292200,361134
float,3029600,361134
long,5649400,361134
boolean,5228700,647687
int,4998400,647687
double,10548200,647687
float,6008200,647687
long,14173400,647687
boolean,6049900,614135
int,5979100,614135
double,11853200,614135
float,4960900,614135
long,9812200,614135
boolean,1852700,223318
int,1817600,223318
double,4269300,223318
float,2122600,223318
long,4274700,223318
boolean,770200,95622
int,735300,95622
double,1527400,95622
float,736300,95622
long,1554100,95622
boolean,4639900,571591
int,4430100,571591
double,8907300,571591
float,4466400,571591
long,9592700,571591
boolean,6882900,806624
int,6631700,806624
double,12816100,806624
float,6727600,806624
long,15063600,806624
boolean,7763900,786541
int,8646600,786541
double,16508200,786541
float,8949100,786541
long,15252900,786541
boolean,950000,98834
int,954800,98834
double,1897900,98834
float,957200,98834
long,1885800,98834
boolean,7762200,803070
int,7467300,803070
double,14173600,803070
float,6587500,803070
long,12939000,803070
boolean,2104600,263093
int,2111300,263093
double,4350600,263093
float,2056300,263093
long,4173700,263093
boolean,7237800,897003
int,6998000,897003
double,14186000,897003
float,7068600,897003
long,14009400,897003
boolean,4581600,584633
int,4524300,584633
double,9306300,584633
float,4610000,584633
long,9093500,584633
boolean,3236400,408648
int,3184000,408648
double,6594300,408648
float,3324000,408648
long,6350400,408648
boolean,5888400,757244
int,6106900,757244
double,11828300,757244
float,6238500,757244
long,13581200,757244
boolean,2492400,305336
int,2732500,305336
double,4823400,305336
float,2418100,305336
long,4758200,305336
boolean,6255000,796464
int,6707300,796464
double,12823600,796464
float,6270800,796464
long,12811900,796464
boolean,245200,26911
int,221300,26911
double,416400,26911
float,207400,26911
long,417200,26911
boolean,1380900,173545
int,1334600,173545
double,2696500,173545
float,1360300,173545
long,2684300,173545
boolean,2668000,308758
int,2909300,308758
double,4877500,308758
float,2531700,308758
long,5860200,308758
boolean,3034600,346661
int,2668800,346661
double,5422800,346661
float,2818700,346661
long,5375000,346661
boolean,749100,82203
int,655400,82203
double,1276600,82203
float,632100,82203
long,1272300,82203
boolean,6379700,779557
int,8183400,779557
double,13152900,779557
float,6169700,779557
long,12348900,779557
boolean,8246500,959360
int,7688000,959360
double,15221100,959360
float,7575200,959360
long,15357400,959360
boolean,6272200,802224
int,6624600,802224
double,12809400,802224
float,6587300,802224
long,12781300,802224
boolean,3664800,470012
int,3690600,470012
double,9200800,470012
float,4607600,470012
long,7622000,470012
boolean,443100,49179
int,379700,49179
double,761500,49179
float,377900,49179
long,810400,49179
boolean,11453800,854191
int,6728400,854191
double,13302700,854191
float,6761200,854191
long,13356600,854191
boolean,3249200,411969
int,3219500,411969
double,6406000,411969
float,3274300,411969
long,6451300,411969
boolean,2318200,295533
int,2300100,295533
double,4675600,295533
float,2272800,295533
long,5025300,295533
boolean,4952700,568460
int,4437600,568460
double,8910600,568460
float,4530100,568460
long,9047200,568460
boolean,4196000,530273
int,4100100,530273
double,8367000,530273
float,4143300,530273
long,8375100,530273
boolean,7010200,895527
int,7109400,895527
double,14045500,895527
float,7247500,895527
long,14171300,895527
boolean,5492100,706982
int,5502000,706982
double,11650200,706982
float,5565900,706982
long,11219300,706982
boolean,844700,103553
int,812400,103553
double,1836300,103553
float,824900,103553
long,1602200,103553
boolean,6733200,802918
int,6353700,802918
double,12484000,802918
float,6691500,802918
long,13618600,802918
boolean,7700200,859660
int,7212200,859660
double,13369800,859660
float,7719800,859660
long,14841600,859660
boolean,2729300,347905
int,2771000,347905
double,5496300,347905
float,2676400,347905
long,5539300,347905
boolean,3457700,433624
int,4288800,433624
double,7831700,433624
float,3493200,433624
long,6973200,433624
boolean,5962900,755172
int,5952400,755172
double,11760100,755172
float,5989000,755172
long,12033300,755172
boolean,7352900,929031
int,7243500,929031
double,14780900,929031
float,8262700,929031
long,15594600,929031
boolean,1545100,192555
int,1522600,192555
double,3002700,192555
float,1593000,192555
long,3186700,192555
boolean,6892900,877646
int,6978700,877646
double,14207100,877646
float,6857400,877646
long,13808500,877646
boolean,1724700,217565
int,1697900,217565
double,3398200,217565
float,1726300,217565
long,3435700,217565
boolean,1479900,180037
int,1416200,180037
double,2794000,180037
float,1450000,180037
long,2799500,180037
boolean,3233200,397644
int,3203300,397644
double,6197600,397644
float,3085000,397644
long,6258600,397644
boolean,7543900,964506
int,7626900,964506
double,15049100,964506
float,7413400,964506
long,15124200,964506
boolean,766900,93159
int,726800,93159
double,1440800,93159
float,717100,93159
long,1441800,93159
boolean,8794000,954442
int,7708000,954442
double,14907600,954442
float,7540800,954442
long,15212700,954442
boolean,7395500,952083
int,7513900,952083
double,15189500,952083
float,7377200,952083
long,14904900,952083
boolean,7886200,971208
int,7514200,971208
double,15767800,971208
float,7762000,971208
long,15528700,971208
boolean,4216200,439696
int,3575600,439696
double,12809300,439696
float,3431600,439696
long,9752900,439696
boolean,6663700,837992
int,7399400,837992
double,13384900,837992
float,6584300,837992
long,14632500,837992
boolean,6362900,773626
int,5994800,773626
double,12267500,773626
float,6137500,773626
long,12352800,773626
boolean,1700000,210988
int,1653800,210988
double,3264800,210988
float,1757000,210988
long,3293500,210988
boolean,6709100,863787
int,6816200,863787
double,19421200,863787
float,18428000,863787
long,13652100,863787
boolean,1777100,215605
int,1689800,215605
double,3352400,215605
float,1798800,215605
long,3391200,215605
boolean,1517400,190710
int,1466900,190710
double,3225000,190710
float,1611100,190710
long,2991500,190710
boolean,2776200,322602
int,2486200,322602
double,5217000,322602
float,2694800,322602
long,5108000,322602
boolean,3402600,433593
int,3423700,433593
double,7871400,433593
float,3516900,433593
long,7224800,433593
boolean,607200,75777
int,586300,75777
double,1258000,75777
float,583000,75777
long,1172800,75777
boolean,2496600,305361
int,2432600,305361
double,4883600,305361
float,2784000,305361
long,5019800,305361
boolean,982300,122882
int,944900,122882
double,1900600,122882
float,964700,122882
long,1964700,122882
boolean,3167300,382646
int,3028800,382646
double,6143900,382646
float,2985100,382646
long,6359200,382646
boolean,3003700,366037
int,2834200,366037
double,5815400,366037
float,2922200,366037
long,6414600,366037
boolean,3014500,387722
int,3410400,387722
double,6840400,387722
float,3009700,387722
long,6285900,387722
boolean,2643200,328945
int,3037800,328945
double,5233500,328945
float,2602500,328945
long,5261500,328945
boolean,7991700,916333
int,7309000,916333
double,15144700,916333
float,8061300,916333
long,15373500,916333
boolean,6306800,645271
int,5061400,645271
double,12041300,645271
float,6025300,645271
long,12639100,645271
boolean,2771600,296990
int,2901100,296990
double,6746500,296990
float,2943800,296990
long,6391300,296990
boolean,7690600,834153
int,7667000,834153
double,15177700,834153
float,7438800,834153
long,15248600,834153
boolean,555600,49423
int,470900,49423
double,946300,49423
float,470400,49423
long,945700,49423
boolean,2287100,240372
int,2393200,240372
double,4785400,240372
float,2437700,240372
long,4636300,240372
boolean,579000,53427
int,485400,53427
double,827400,53427
float,410800,53427
long,972900,53427
boolean,2825000,353973
int,3420200,353973
double,5491700,353973
float,2886600,353973
long,6803100,353973
boolean,6850100,787760
int,6611700,787760
double,13369800,787760
float,6864300,787760
long,12625000,787760
boolean,8152000,886620
int,7172400,886620
double,15015200,886620
float,8834300,886620
long,14800000,886620
boolean,3651800,430676
int,3425000,430676
double,7321300,430676
float,3558200,430676
long,6691100,430676
boolean,1188400,136020
int,1046200,136020
double,2263700,136020
float,1241600,136020
long,2606800,136020
boolean,2128100,269925
int,2077600,269925
double,4409700,269925
float,2076500,269925
long,5029400,269925
boolean,1891300,218828
int,1683300,218828
double,3563800,218828
float,1716300,218828
long,3680600,218828
boolean,8080400,989354
int,8052200,989354
double,16371200,989354
float,8621000,989354
long,20833900,989354
boolean,856600,88712
int,802000,88712
double,1633800,88712
float,1048100,88712
long,2282200,88712
boolean,4078500,441131
int,3743800,441131
double,7697500,441131
float,4147300,441131
long,8135500,441131
boolean,8700200,984870
int,7977900,984870
double,17152000,984870
float,8613600,984870
long,16245800,984870
boolean,7729700,959129
int,8153500,959129
double,16424700,959129
float,7628900,959129
long,15837200,959129
boolean,96900,9565
int,86400,9565
double,159100,9565
float,75000,9565
long,148100,9565
boolean,6415500,731625
int,5741000,731625
double,12217000,731625
float,5856300,731625
long,13328600,731625
boolean,4560700,361413
int,3509500,361413
double,6183500,361413
float,2994500,361413
long,7156200,361413
boolean,2788000,226565
int,2331500,226565
double,4253800,226565
float,2113500,226565
long,4007300,226565
boolean,7304000,870188
int,7144300,870188
double,14662200,870188
float,8231500,870188
long,16557000,870188
boolean,6449500,739346
int,6372100,739346
double,12731600,739346
float,6898900,739346
long,13133900,739346
boolean,5181200,269031
int,2238200,269031
double,4625100,269031
float,2143300,269031
long,4780200,269031
boolean,7964200,552871
int,5730000,552871
double,9116800,552871
float,4323400,552871
long,9046300,552871
boolean,6371100,794770
int,6544300,794770
double,12375100,794770
float,6615000,794770
long,12649000,794770
boolean,4617800,590580
int,4832000,590580
double,10316300,590580
float,5452000,590580
long,9814500,590580
boolean,3524800,442580
int,3412100,442580
double,7010400,442580
float,3504000,442580
long,6918800,442580
boolean,3553700,448251
int,3518000,448251
double,6956700,448251
float,3953100,448251
long,7366500,448251
boolean,1987600,241347
int,1856400,241347
double,3742800,241347
float,1873700,241347
long,3920500,241347
boolean,7898500,929284
int,7308300,929284
double,14553900,929284
float,7436700,929284
long,14638200,929284
boolean,1916500,242890
int,1891300,242890
double,3781300,242890
float,1919500,242890
long,3769600,242890
boolean,7350200,898036
int,7263300,898036
double,14510700,898036
float,7112100,898036
long,14145800,898036
boolean,5985600,768678
int,6059500,768678
double,12150900,768678
float,5973200,768678
long,12120500,768678
boolean,4515900,574161
int,4544300,574161
double,8959000,574161
float,4533100,574161
long,9091500,574161
boolean,2231400,283593
int,2323300,283593
double,6392300,283593
float,2770000,283593
long,4539600,283593
boolean,6274800,800904
int,6271400,800904
double,12736600,800904
float,6196200,800904
long,13612000,800904
boolean,6259800,772882
int,6068300,772882
double,12104900,772882
float,6072000,772882
long,12091500,772882
boolean,4906700,627436
int,5020900,627436
double,10386500,627436
float,4954700,627436
long,9807900,627436
boolean,2816400,355614
int,2857700,355614
double,6459700,355614
float,3143300,355614
long,5608100,355614
boolean,6181700,791807
int,6239400,791807
double,13962000,791807
float,6557100,791807
long,13029400,791807
boolean,2166800,263687
int,2098400,263687
double,4302000,263687
float,2146400,263687
long,4294500,263687
boolean,5086000,598243
int,5445100,598243
double,10509800,598243
float,4706800,598243
long,9613700,598243
boolean,6259300,794347
int,6502100,794347
double,13162800,794347
float,6366800,794347
long,12540500,794347
boolean,6036200,766426
int,6222000,766426
double,12012200,766426
float,6238000,766426
long,11950700,766426
boolean,4453200,565162
int,4464700,565162
double,9019500,565162
float,4347700,565162
long,8788400,565162
boolean,7675400,903748
int,7092100,903748
double,14251200,903748
float,7494000,903748
long,14157200,903748
boolean,4954100,628407
int,4969500,628407
double,9967900,628407
float,4837400,628407
long,9961200,628407
boolean,5510000,474011
int,5076000,474011
double,8646800,474011
float,4386800,474011
long,8093400,474011
boolean,267100,22983
int,238200,22983
double,365200,22983
float,229800,22983
long,407300,22983
boolean,4038200,479321
int,4114000,479321
double,7517500,479321
float,3844400,479321
long,8042500,479321
boolean,2106400,251641
int,2031200,251641
double,4008000,251641
float,2211700,251641
long,4109800,251641
boolean,3871800,478918
int,3815500,478918
double,7931200,478918
float,3865700,478918
long,7422100,478918
boolean,3678000,435235
int,3538400,435235
double,6745500,435235
float,3365900,435235
long,7155000,435235
boolean,2143400,265069
int,2047800,265069
double,4130700,265069
float,2490900,265069
long,4520000,265069
boolean,4482200,546842
int,4630800,546842
double,8989100,546842
float,4260600,546842
long,9122300,546842
boolean,4070000,499759
int,3911500,499759
double,8202900,499759
float,3952300,499759
long,8127400,499759
boolean,7146200,905548
int,7169500,905548
double,14224700,905548
float,7655000,905548
long,14848800,905548
boolean,256500,26294
int,202400,26294
double,404200,26294
float,203400,26294
long,412200,26294
boolean,4823000,603455
int,5137700,603455
double,11747400,603455
float,5010300,603455
long,11588000,603455
boolean,1024300,108256
int,1152700,108256
double,2083000,108256
float,1040500,108256
long,2553800,108256
boolean,7609000,807955
int,7843000,807955
double,15457700,807955
float,7810900,807955
long,16806100,807955
boolean,6251900,589057
int,6429000,589057
double,11624000,589057
float,5989300,589057
long,11372800,589057
boolean,7405800,744224
int,7205200,744224
double,14370600,744224
float,7291100,744224
long,14334900,744224
boolean,2043700,220842
int,2031100,220842
double,4063600,220842
float,2127200,220842
long,4123000,220842
boolean,3343200,363250
int,3344900,363250
double,6651300,363250
float,3371700,363250
long,6236400,363250
boolean,5718000,509974
int,4841100,509974
double,9059600,509974
float,4993700,509974
long,9356100,509974
boolean,1804800,221096
int,1715400,221096
double,3553500,221096
float,1993500,221096
long,3715900,221096
boolean,4690600,488131
int,4210800,488131
double,8688800,488131
float,4534500,488131
long,8781800,488131
boolean,6277400,681469
int,6287100,681469
double,13186800,681469
float,6397400,681469
long,12358400,681469
boolean,6706500,681887
int,6440800,681887
double,13367900,681887
float,6531100,681887
long,14929600,681887
boolean,3759600,372297
int,3609300,372297
double,7140200,372297
float,3583600,372297
long,7541800,372297
boolean,8250000,861036
int,9866000,861036
double,20674100,861036
float,9201900,861036
long,16664700,861036
boolean,7391200,766873
int,7355700,766873
double,14870200,766873
float,7674800,766873
long,15563000,766873
boolean,4646900,471214
int,4731700,471214
double,9211500,471214
float,4581600,471214
long,9358400,471214
boolean,9413700,957224
int,9060400,957224
double,18489100,957224
float,8691100,957224
long,16894500,957224
boolean,3723500,391812
int,3926600,391812
double,7350900,391812
float,3085800,391812
long,6333800,391812
boolean,2474500,280909
int,2238600,280909
double,4424800,280909
float,2192900,280909
long,4734400,280909
boolean,8180700,986776
int,7935200,986776
double,16399000,986776
float,8116400,986776
long,16019600,986776
boolean,6355600,774259
int,6679400,774259
double,12948600,774259
float,6648500,774259
long,12363700,774259
boolean,4546400,562037
int,4335000,562037
double,9116800,562037
float,4579900,562037
long,9122000,562037
boolean,7147000,730745
int,6102900,730745
double,11910900,730745
float,5684000,730745
long,11868300,730745
boolean,4902900,599950
int,5130700,599950
double,9374400,599950
float,5114900,599950
long,9457200,599950
boolean,2096100,251260
int,2011600,251260
double,4144600,251260
float,1950700,251260
long,3921000,251260
boolean,2932800,354536
int,2732600,354536
double,5780700,354536
float,2766000,354536
long,5880400,354536
boolean,2149800,262308
int,2272300,262308
double,4416300,262308
float,2257500,262308
long,4123100,262308
boolean,3730100,466843
int,4284000,466843
double,8159000,466843
float,4334400,466843
long,8197800,466843
boolean,7110000,911489
int,7817900,911489
double,14704400,911489
float,7125900,911489
long,15321500,911489
boolean,2132800,251546
int,1936500,251546
double,4288800,251546
float,1990600,251546
long,3938500,251546
boolean,1850800,230186
int,1776400,230186
double,3633100,230186
float,2133700,230186
long,3632800,230186
boolean,2343200,298080
int,2367600,298080
double,4641600,298080
float,2586800,298080
long,4696200,298080
boolean,6949000,888011
int,7328900,888011
double,15348700,888011
float,8674900,888011
long,14231100,888011
boolean,4557000,522843
int,4483400,522843
double,8847000,522843
float,4821900,522843
long,8734000,522843
boolean,1260700,155949
int,1332300,155949
double,2412200,155949
float,1252300,155949
long,2479000,155949
boolean,5397800,666938
int,5237100,666938
double,10818300,666938
float,5204700,666938
long,10811000,666938
boolean,4049700,498040
int,3844500,498040
double,8283600,498040
float,3966700,498040
long,7848000,498040
boolean,5201900,602212
int,4646000,602212
double,9813900,602212
float,4746100,602212
long,9603300,602212
boolean,6448100,827440
int,6487300,827440
double,13189200,827440
float,6805900,827440
long,12939000,827440
boolean,4809300,595769
int,4661200,595769
double,9429300,595769
float,4708700,595769
long,9255600,595769
boolean,1808500,223391
int,1919000,223391
double,3464600,223391
float,1750700,223391
long,3468200,223391
boolean,5737500,648610
int,6182400,648610
double,10707000,648610
float,5165600,648610
long,10335900,648610
boolean,5545200,717144
int,5632600,717144
double,12686100,717144
float,6008100,717144
long,11875600,717144
boolean,31300,3356
int,31100,3356
double,188900,3356
float,30900,3356
long,63600,3356
boolean,14176600,915134
int,7412000,915134
double,17840100,915134
float,7652700,915134
long,15040400,915134
boolean,4301100,539124
int,4179400,539124
double,8571600,539124
float,4149200,539124
long,8556800,539124
boolean,2857400,318428
int,2605900,318428
double,5027600,318428
float,2503400,318428
long,5056800,318428
boolean,278800,31879
int,260400,31879
double,495700,31879
float,245200,31879
long,493100,31879
boolean,5160100,660747
int,5267300,660747
double,10536700,660747
float,5104300,660747
long,10903600,660747
boolean,3350700,429660
int,3732600,429660
double,9498200,429660
float,3427500,429660
long,7004900,429660
boolean,843800,100806
int,850300,100806
double,1630200,100806
float,825000,100806
long,1657500,100806
boolean,7587700,890964
int,7087500,890964
double,16307200,890964
float,7360300,890964
long,14817100,890964
boolean,3262200,404638
int,3327400,404638
double,7388900,404638
float,3529000,404638
long,6675900,404638
boolean,2334100,280059
int,2469000,280059
double,4360800,280059
float,2203100,280059
long,4391100,280059
boolean,7345900,893534
int,7024400,893534
double,14385200,893534
float,7944600,893534
long,15215800,893534
boolean,6571500,809961
int,6628200,809961
double,12794000,809961
float,6796400,809961
long,13115900,809961
boolean,6097400,754569
int,5981900,754569
double,12022400,754569
float,6040400,754569
long,11913100,754569
boolean,4377100,479897
int,4031200,479897
double,7560300,479897
float,3841600,479897
long,7506100,479897
boolean,1213600,143725
int,1116000,143725
double,2235200,143725
float,1336800,143725
long,2314400,143725
boolean,3864200,498643
int,3869700,498643
double,7883400,498643
float,3848700,498643
long,7827500,498643
boolean,7338500,941023
int,7367300,941023
double,15501000,941023
float,7519900,941023
long,14745900,941023
boolean,2204500,271258
int,2136100,271258
double,4230300,271258
float,2178300,271258
long,4195400,271258
boolean,7198000,911761
int,7222200,911761
double,14267000,911761
float,7175800,911761
long,14756600,911761
boolean,2321500,290686
int,2282100,290686
double,4719700,290686
float,2548400,290686
long,4754100,290686
boolean,5767100,733079
int,5710400,733079
double,11394400,733079
float,5740500,733079
long,12853800,733079
boolean,5152200,658237
int,5379300,658237
double,12809200,658237
float,5248600,658237
long,10620200,658237
boolean,7607700,829860
int,6402000,829860
double,13411000,829860
float,6693600,829860
long,12979500,829860
boolean,6496500,829500
int,6425400,829500
double,13264600,829500
float,6609800,829500
long,12963100,829500
boolean,3092900,370032
int,2885200,370032
double,5782800,370032
float,2931300,370032
long,6202800,370032
boolean,10966100,938062
int,10221300,938062
double,17635000,938062
float,7540900,938062
long,15157200,938062
boolean,632400,71010
int,614400,71010
double,1098300,71010
float,546200,71010
long,1098400,71010
boolean,3873500,491960
int,3867200,491960
double,8042500,491960
float,3856100,491960
long,8264500,491960
boolean,84500,8892
int,84900,8892
double,147400,8892
float,69600,8892
long,144000,8892
boolean,2887400,353107
int,2921000,353107
double,5832500,353107
float,3034500,353107
long,5515700,353107
boolean,4029100,505932
int,4291400,505932
double,8038000,505932
float,3939600,505932
long,8228800,505932
boolean,5834500,741334
int,5873600,741334
double,11728000,741334
float,5848200,741334
long,15619900,741334
boolean,6683600,846486
int,7993800,846486
double,18870600,846486
float,7859800,846486
long,13448500,846486
boolean,4460400,560297
int,4380900,560297
double,8758200,560297
float,4502900,560297
long,8726800,560297
boolean,7410900,933684
int,7335400,933684
double,14725400,933684
float,7817900,933684
long,14657500,933684
boolean,7569800,957416
int,7523400,957416
double,15020600,957416
float,7557100,957416
long,17079000,957416
boolean,4217300,530138
int,4276900,530138
double,8240300,530138
float,4206800,530138
long,8358000,530138
boolean,2065900,251867
int,2403500,251867
double,5002000,251867
float,1970800,251867
long,3995900,251867
boolean,7019400,880291
int,7060900,880291
double,13865000,880291
float,7033900,880291
long,13718100,880291
boolean,3039900,326950
int,2614200,326950
double,5080000,326950
